,Day since activation,"t_half = 25.000 
t_max = 14.000","t_half = 25.000 
t_max = 17.500","t_half = 25.000 
t_max = 21.000","t_half = 25.000 
t_max = 24.500","t_half = 25.000 
t_max = 28.000","t_half = 28.143 
t_max = 14.000","t_half = 28.143 
t_max = 17.500","t_half = 28.143 
t_max = 21.000","t_half = 28.143 
t_max = 24.500","t_half = 28.143 
t_max = 28.000","t_half = 31.286 
t_max = 14.000","t_half = 31.286 
t_max = 17.500","t_half = 31.286 
t_max = 21.000","t_half = 31.286 
t_max = 24.500","t_half = 31.286 
t_max = 28.000","t_half = 34.429 
t_max = 14.000","t_half = 34.429 
t_max = 17.500","t_half = 34.429 
t_max = 21.000","t_half = 34.429 
t_max = 24.500","t_half = 34.429 
t_max = 28.000","t_half = 37.571 
t_max = 14.000","t_half = 37.571 
t_max = 17.500","t_half = 37.571 
t_max = 21.000","t_half = 37.571 
t_max = 24.500","t_half = 37.571 
t_max = 28.000","t_half = 40.714 
t_max = 14.000","t_half = 40.714 
t_max = 17.500","t_half = 40.714 
t_max = 21.000","t_half = 40.714 
t_max = 24.500","t_half = 40.714 
t_max = 28.000","t_half = 43.857 
t_max = 14.000","t_half = 43.857 
t_max = 17.500","t_half = 43.857 
t_max = 21.000","t_half = 43.857 
t_max = 24.500","t_half = 43.857 
t_max = 28.000","t_half = 47.000 
t_max = 14.000","t_half = 47.000 
t_max = 17.500","t_half = 47.000 
t_max = 21.000","t_half = 47.000 
t_max = 24.500","t_half = 47.000 
t_max = 28.000","t_half = 50.143 
t_max = 14.000","t_half = 50.143 
t_max = 17.500","t_half = 50.143 
t_max = 21.000","t_half = 50.143 
t_max = 24.500","t_half = 50.143 
t_max = 28.000","t_half = 53.286 
t_max = 14.000","t_half = 53.286 
t_max = 17.500","t_half = 53.286 
t_max = 21.000","t_half = 53.286 
t_max = 24.500","t_half = 53.286 
t_max = 28.000","t_half = 56.429 
t_max = 14.000","t_half = 56.429 
t_max = 17.500","t_half = 56.429 
t_max = 21.000","t_half = 56.429 
t_max = 24.500","t_half = 56.429 
t_max = 28.000","t_half = 59.571 
t_max = 14.000","t_half = 59.571 
t_max = 17.500","t_half = 59.571 
t_max = 21.000","t_half = 59.571 
t_max = 24.500","t_half = 59.571 
t_max = 28.000","t_half = 62.714 
t_max = 14.000","t_half = 62.714 
t_max = 17.500","t_half = 62.714 
t_max = 21.000","t_half = 62.714 
t_max = 24.500","t_half = 62.714 
t_max = 28.000","t_half = 65.857 
t_max = 14.000","t_half = 65.857 
t_max = 17.500","t_half = 65.857 
t_max = 21.000","t_half = 65.857 
t_max = 24.500","t_half = 65.857 
t_max = 28.000","t_half = 69.000 
t_max = 14.000","t_half = 69.000 
t_max = 17.500","t_half = 69.000 
t_max = 21.000","t_half = 69.000 
t_max = 24.500","t_half = 69.000 
t_max = 28.000"
157,158,0.022751385624713388,0.02788652619333951,0.03544206183549364,0.04725203989005188,0.0660705151976807,0.034187957117987576,0.04044670544555569,0.0489976244290953,0.06120548147856936,0.0791084548651437,0.04749496887041177,0.05481157601973236,0.06431965521448513,0.07707764987829757,0.09463755704725191,0.062261934971398945,0.07054209851485842,0.08092229860987471,0.09424854844058263,0.11173291990333617,0.07810566006041007,0.08724333524957088,0.09839282024101254,0.11224569731005983,0.12976927790563594,0.09469237371280148,0.10458003924645266,0.1163929372529251,0.1307062167079881,0.14830611377186945,0.11174351366196283,0.12227807563868408,0.13465296942893465,0.14935303795656024,0.16702730181124237,0.12903323827947966,0.14011912898651016,0.15296261592189528,0.16797692013777454,0.18570488095782245,0.14638237247552294,0.1579329068457558,0.1711609910048646,0.18642201667111674,0.2041751482981411,0.16365130848446285,0.17558899786116747,0.1891272960477317,0.2045742131525958,0.22232192393158662,0.1807331034838231,0.19298937460046717,0.20677269682309193,0.22235178202243097,0.24006442900173314,0.1975473109583292,0.2100619102835406,0.22403353704879134,0.23969796985526212,0.25734833388949163,0.2140347147800315,0.22675496943514517,0.2408658098924425,0.2565751680183947,0.27413907370349816,0.23015295543293218,0.243032992422994,0.25724072613083276,0.27296035815687947,0.29041682365141075,0.24587295958514055,0.258872941441215,0.2731411986266979,0.2888415703796665,0.30617270650909234
158,159,0.022129247805247717,0.027123982412937325,0.034473767527078994,0.04597226226262646,0.06433974360687142,0.0333562064620714,0.03946269147346578,0.04780589142836135,0.05972174687653088,0.07722089014693886,0.046454270453412085,0.053610559255267906,0.06291042634421246,0.07539121983675631,0.09258314245650831,0.061020955487420696,0.0691360826961752,0.07930944407529418,0.09237125512096996,0.10951647216311508,0.07667791615223615,0.08564855806200257,0.0965942601033203,0.11019453104079896,0.1274032114674559,0.09309391276780637,0.10281466898635497,0.11442817124462241,0.12850017665803887,0.1458062505327309,0.1099913283689793,0.12036070402077625,0.13254156082817625,0.14701132287285643,0.16441048812185283,0.12714424379976438,0.138067841563292,0.15072330858147423,0.1655179266461679,0.18298766808394454,0.14437278506892734,0.15576474975125995,0.16881123622300664,0.1838628253046209,0.20137309969126596,0.16153629794894747,0.1733197060168814,0.18668303796118443,0.20193036638808678,0.21944929043472663,0.17852662606285705,0.1906332666772802,0.204248316104282,0.21963723372851843,0.23713403733708316,0.1952620574323374,0.20763188621206294,0.22144188776733323,0.2369251318405875,0.2543715956531447,0.2116821293759528,0.22426256799560215,0.23821830791115015,0.2537550081312682,0.27112605921809274,0.22774329603961913,0.2404884813960942,0.2545474628994241,0.2701025223212289,0.2873763674789965,0.2434153800125248,0.25628542285521294,0.2704110643184904,0.2859545121378903,0.3031125250740196
159,160,0.021524122374867387,0.026382288997648093,0.03353188811278308,0.04472679121668081,0.06265295117612435,0.03254469126909515,0.03850261689539151,0.04664312680598038,0.05827378545771025,0.07537745097895791,0.045436375571517085,0.05243585872795439,0.061532065415482146,0.07374158002770977,0.09057273263705211,0.05980471070014535,0.06775809095199564,0.0777287313521811,0.09053129339488611,0.10734360832781392,0.07527627089894769,0.08408293281446333,0.09482857459381641,0.10818081182796464,0.1250800345002283,0.09152243474965265,0.10107909916630421,0.1124965703578926,0.12633134840083698,0.14334835904999563,0.10826661807834874,0.11847339759132879,0.13046325933448924,0.1447063104854911,0.16183455996732565,0.12528290343608853,0.13604658415682772,0.14851678342252406,0.16309492172462425,0.18031013632614998,0.1423907859673743,0.1536263578596282,0.16649373946452137,0.1813387609893332,0.19860945211074235,0.15944862156435805,0.17107974223661457,0.18427036905379007,0.1993206842278652,0.21661373641328546,0.17634708638885252,0.1883059232624701,0.20175475417102598,0.2169558231878676,0.23423938872825467,0.19300324002259903,0.20522997298153056,0.21888021897914664,0.23418436850487875,0.2514292692965656,0.20935540266535366,0.2217975620522922,0.2355999061983424,0.25096584503329833,0.26814614550627186,0.22535886533989752,0.23797061093468086,0.25188239762094855,0.26727460659137714,0.2843677316723946,0.24098236474078177,0.2537237673524098,0.26770821856961996,0.2830963103229276,0.3000829216516986
160,161,0.02093554412921281,0.02566087593273297,0.03261570585800747,0.04351472713290613,0.06100908299456185,0.03175291923537771,0.037565899342242484,0.04550862776088378,0.05686074667054436,0.07357715096620146,0.04444078455912982,0.05128689781991537,0.060183896958914324,0.07212793496235738,0.08860541644123653,0.05861270760769614,0.06640756472479717,0.0761795202424092,0.08872792517499664,0.10521349302608321,0.0739002472263435,0.08254592662273587,0.09309516300136107,0.10620385865385087,0.12279898451488215,0.08997748417124055,0.09937282673933047,0.1105975748677406,0.12419910589729743,0.14093174506375017,0.10656895197047872,0.11661568491619077,0.12841754588214552,0.14243742660022496,0.1592988858989434,0.12344881234336558,0.134054917140131,0.14634256056629413,0.16070737935997456,0.17767171144797236,0.14043599642915178,0.15151732254412012,0.16420805790357582,0.17884934204346373,0.19588368308346343,0.15738792606729726,0.16886872748796136,0.18188888108501466,0.19674472550439215,0.21381478603468368,0.17419415559272414,0.18600699318501412,0.1992916347816776,0.21430714609310828,0.23138004926849276,0.19077055291261083,0.20285584540203286,0.2163481838717306,0.23147530898121146,0.2485209585585363,0.20705425041964565,0.21935965048471337,0.23301028489914635,0.2482073381454767,0.26519897010070914,0.22299939919395484,0.23547910211691164,0.2492452350705608,0.2644762977995176,0.2813905841119726,0.23857366824179768,0.25118771642294996,0.26503238862388356,0.2802666765712612,0.29708359139773977
161,162,0.0203630605849191,0.02495918877695391,0.031724522322252986,0.042335192841291176,0.05940710648355673,0.03098041003436628,0.03665197060836784,0.04440170843609757,0.055481799451427706,0.07181902348627724,0.04346700869920356,0.05016311254607787,0.05886526023020306,0.07054950588413174,0.08668029990021651,0.05744446303450767,0.06508395658919341,0.07466118326900198,0.08696042666718239,0.10312530566539788,0.07254937678097038,0.08103701634317739,0.09139343557456649,0.10426300269164603,0.12055931167946003,0.0884586132343506,0.09769535715001058,0.1087306344858509,0.12210283351273594,0.13855572514077907,0.10489790598120904,0.11478710195341164,0.1264039095377359,0.1402041059201436,0.15680284373628237,0.12164157160327727,0.1320924073221327,0.1442001671551608,0.15835478116899013,0.17507182716332312,0.13850804291204366,0.14943724078773943,0.16195375479107313,0.17639409334992867,0.19319527697529695,0.15535386275990318,0.1666862876370738,0.17953817108877973,0.19420205471852708,0.21105196936842074,0.17206750882037994,0.18373612956114835,0.19685858628689804,0.21169080304948176,0.22855559016240976,0.18856369382359534,0.20050918204549484,0.21384543964387492,0.22879758667618755,0.24564627162043048,0.20477839153436936,0.21694853548215942,0.23044912767394943,0.24547915062018094,0.26228417440945645,0.22066463622747415,0.23301367894120326,0.24663568311405162,0.2617072860477377,0.27844459607087924,0.23618904744159117,0.24867701414086615,0.2623833044511457,0.27746532539502317,0.2941142324485421
162,163,0.019806231631765744,0.024276688238037105,0.03085765785563385,0.04118733312741656,0.05784601107336964,0.030226695025249183,0.03576027630748681,0.04332169951861978,0.05413613182404537,0.07010212141325792,0.04251456998334029,0.049063951277577254,0.05757550889381184,0.06900553044785591,0.08479650599377984,0.05629950343547193,0.06378673003014693,0.07317310542604508,0.08522808811482424,0.10107824024258777,0.07122319977071048,0.07955568839470915,0.08972281332341872,0.10235758710157922,0.1183602786640098,0.08696538169985105,0.0960462041911477,0.1068952082024403,0.120041925853863,0.13621962654775224,0.10325306269588405,0.11298719193733997,0.1244218473733462,0.13800579191470486,0.15434582046340042,0.1198607881375086,0.13015862785346763,0.14208913725027145,0.15603661629259602,0.17250992505126325,0.1366065570019495,0.14738571510622467,0.15973039937150257,0.17397254627038142,0.19054372492084526,0.15334608745084446,0.16453205338535495,0.17721784130547347,0.1916922419692341,0.2083248223279334,0.1699668251837043,0.18149298974202738,0.1944552415737086,0.20910639951701174,0.2257655876776324,0.18638236397357608,0.19818966520216003,0.2113716474593372,0.22615083922207452,0.2428048210658091,0.20252754799485478,0.21456392250733963,0.22791612165981548,0.24278094930133123,0.2594014036820168,0.21835431780267994,0.23057406829565724,0.24405345267552792,0.2589672646746649,0.2755294421864211,0.2338282616957839,0.2461914071382529,0.25976069872011814,0.2746919741539214,0.2911745458970326
163,164,0.01926462919433732,0.023612849759616625,0.030014451107410342,0.04007031424553489,0.056324807875956256,0.02949131696865748,0.03489027553693682,0.04226794784808162,0.052822950503975875,0.06842551683832018,0.041583000877145775,0.04798887447119908,0.056314010713066937,0.06749526240292826,0.08295317441754427,0.05517736470398816,0.06251535922559137,0.07171468393327554,0.08353021354614901,0.09907150515224245,0.06992126480828359,0.07810143858405512,0.08808272782434348,0.10048696682939531,0.11620116048377227,0.08549735676009616,0.0944248898628675,0.10509076413066858,0.11801578760755421,0.1339227871230465,0.10163401124508524,0.11121550526453726,0.12247086434165051,0.13584193669014943,0.15192721212392857,0.11810607462225209,0.12825315813363966,0.14000901173064134,0.1537523812911378,0.16998545446989322,0.13473117534248416,0.14536235347209717,0.15753756680090183,0.17158423856006444,0.1879285247524941,0.15136426039707893,0.16240566020697042,0.17492749911482128,0.18921486288393244,0.20563288661187698,0.16789178771213928,0.1792772352620235,0.19208123801021346,0.20655354575318427,0.22300962309597858,0.18422626803692646,0.1958969808375777,0.20892647240104603,0.22353470842934983,0.23999622383962899,0.20030144484226,0.21220552026039954,0.2254109574323192,0.24011240468487316,0.2565503069750994,0.21606818798968686,0.2281599999278054,0.24149825770542627,0.2562559302223741,0.2726448004311762,0.2314910727653158,0.2437306445796979,0.25716430677140756,0.27194634302737924,0.28826423576818583
164,165,0.01873783690293552,0.022967163119357186,0.02919425854633859,0.03898332343862696,0.05484252935460901,0.028773829749283324,0.03404144055004272,0.041239816034054,0.05154148050870961,0.06678830078772624,0.040671844090725884,0.046937354404728515,0.05508014724655345,0.06601797128064357,0.08114946134798177,0.054077591983838415,0.0612693288333768,0.07028532799528231,0.08186612052471756,0.09710432299336459,0.06864312875760943,0.07667377193416984,0.08647262102866853,0.09865050840721692,0.11408124434096459,0.08405411291347852,0.09283094423409047,0.10331677935357403,0.11602383338144255,0.13166455514744482,0.10004034720199946,0.10947159938148032,0.1205504731529011,0.13371200086131016,0.1495464237152644,0.11637704940396454,0.12637558371954558,0.13795933819368805,0.15150158004072922,0.16749787246952133,0.13288153956554333,0.14336676923975045,0.15537483806591834,0.16922871428350067,0.18534918092887787,0.14940804624636375,0.1603067482871669,0.1726667569696058,0.18676949854950567,0.20297570964493336,0.16584208330485756,0.1770885317876571,0.1897362173909851,0.2040318567561487,0.22028728266424882,0.1820951141043856,0.19363081855008626,0.2065095834258256,0.22094884023965905,0.2372201012071354,0.19809981013998246,0.2098730406433364,0.22293332896779405,0.23747319087959196,0.2537305371181145,0.2138059935381487,0.22577120641467255,0.23896981514885746,0.25357298240356396,0.26979035208389196,0.22917724479240303,0.24129447813696905,0.2545938665908303,0.2692281549868933,0.2853830089943646
165,166,0.018225449773489406,0.022339132037961316,0.028396453992631594,0.03792556846559698,0.053398228991053266,0.02807379810524608,0.033213256436413645,0.040236682081856705,0.050290964773205965,0.06518958293866903,0.039780652354212014,0.045908874918080336,0.05387331355071713,0.06457294208574427,0.07938453920569956,0.05299973948481288,0.060048133782452974,0.06888445856525041,0.08023513990312482,0.09517593037461934,0.06738835658297886,0.07527220251579923,0.0848919450744374,0.09684758975684728,0.11199982946544124,0.08263523184109894,0.09126390530634051,0.10157273977350217,0.11406548754637141,0.1294442892139379,0.09847167248139607,0.10775503867402265,0.11866019415378964,0.13161545342484768,0.14720286908204666,0.11467333641635612,0.12452549623533678,0.1359396708571848,0.14928372363070108,0.16504664370525485,0.13105729622282297,0.14139858107156847,0.15324179990395903,0.1669055237310438,0.18280520446288093,0.14747711398050964,0.15823496246138796,0.1704352323302282,0.1843557354439832,0.20035284451824364,0.16381740268351838,0.1749265490671496,0.1874198258831055,0.20154095220844875,0.21759815754471085,0.17998861364353788,0.19139087152878953,0.20412065331963697,0.21839288467919696,0.23447607871250517,0.19592237494043988,0.20756619872480594,0.22048293360598945,0.23486298556826501,0.2509417506784617,0.21156748384920418,0.22340742313315237,0.23646784491427894,0.25091812406900565,0.2669657817002125,0.2268865442767363,0.23888266196395455,0.2520491187829905,0.26653713576861177,0.2825305753905184
166,167,0.017727073896218214,0.021728273798773907,0.02762042816132372,0.03689627713574645,0.051990980950579364,0.02739079736404283,0.03240522080998005,0.03925793902672794,0.049070663771096534,0.06362849133347138,0.038908988198204736,0.04490293116008446,0.05269291788857293,0.06315947499228004,0.07765759641737707,0.05194337030200989,0.058851279068207016,0.0675115081131815,0.07863661557997019,0.09328557771850295,0.06615652120098173,0.0738962532821158,0.08334016210152594,0.09507759999555568,0.10995622695448988,0.08124030228551841,0.08972331887985081,0.09985813996399345,0.1121401840807408,0.12726135809683609,0.09692759524018824,0.10606539435858874,0.11679955520815727,0.12955177163393855,0.14489597080907907,0.11299456509859584,0.1227024932836009,0.13394957046261796,0.1470983302621718,0.16263124034915005,0.12925809671827854,0.13945741286505747,0.15113804472441492,0.16461422333629924,0.18029611284928282,0.14557113685936826,0.15618995215517686,0.16823254760010162,0.18197316536890537,0.19776384992955268,0.16181744034560125,0.17279096088059306,0.18513171397285774,0.19908045642129368,0.21494184376535114,0.17790648145974897,0.1891768365120184,0.20175935865333078,0.21586649581251735,0.23176378613729753,0.19376887325221598,0.20528471270531598,0.2180594720131348,0.23228146996915827,0.24818360792666191,0.20935241094771623,0.22106838823069339,0.23399206984249155,0.24829106117526886,0.2641707770832766,0.22461874005191743,0.23649495267185341,0.24952980654512102,0.2638730138461392,0.2797066476292747
167,168,0.017242326132807004,0.021134118877703084,0.026865588216827423,0.035894696850642754,0.05061987974575101,0.02672441318492256,0.03161684350458598,0.03830299457620841,0.04787985514162204,0.06210417209259296,0.038056423739028615,0.043919029340805465,0.051538381444421376,0.061776885043843224,0.07596783717673226,0.05090805623873768,0.05767827955187389,0.06616592039852194,0.077069904260148,0.09143252906473089,0.06494720333514203,0.07254545590637454,0.08181674407001548,0.09333993924438419,0.10794975961200527,0.07986891993155651,0.08820873842192811,0.09817248302409691,0.11024736641677413,0.12511514062038454,0.09540772977955349,0.10440224437507309,0.11496809157952918,0.1275204408744348,0.14262516011385723,0.11134037031471337,0.12090617835784252,0.13198860417992944,0.14494492514775348,0.16025114200204382,0.12748359724151156,0.13754289368097788,0.14906317053094842,0.16235437559442864,0.1778214299921478,0.14368979236554283,0.1541713713248549,0.16605833006186632,0.17962138538237934,0.19520829012314653,0.15984189451830844,0.17068144499072732,0.1828715364130587,0.1966499982793748,0.2123179421699577,0.17584843565755395,0.18698841374627342,0.19942537973890587,0.2133693316967769,0.22908285745876802,0.1916390420075674,0.20302830388280257,0.21566264814540512,0.22972832879787028,0.2454557728013758,0.20716052945480226,0.2187538425962918,0.23154221567595884,0.2456915027527282,0.2614050292542218,0.22237360326213093,0.23413110930461387,0.2470356756411827,0.2612355204035679,0.2769109412159525
168,169,0.01677083382186285,0.020556210583183965,0.026131357338470437,0.03492009415347885,0.04928403989919669,0.026074241307528168,0.030847646276956762,0.03737127076059448,0.046717833322376445,0.06061578912686986,0.037222540468692195,0.04295668648927604,0.050409138044472286,0.06042450185823297,0.0743144812048624,0.04989337763294598,0.05652865976393883,0.06484715024712948,0.0755343752184978,0.08961606187312414,0.06375999137320952,0.07121935062253262,0.08032117258177296,0.0916340184390032,0.10597976178726148,0.07852068728910223,0.08671972493753785,0.09651528043507612,0.10838648728872764,0.12300502552705922,0.09391169644858921,0.10276517328141851,0.11316534581545025,0.12552095454251289,0.14038987673884135,0.10971039227418164,0.11913616075624524,0.13005634551362844,0.1428230404124071,0.15790583560518223,0.12573345870207073,0.1356546576724631,0.14701678084483122,0.16012554898134787,0.1753806861320516,0.141832762149814,0.15217887839896724,0.16391221181441898,0.17729999773283553,0.1926857348296584,0.1578904671130313,0.1685976830943187,0.18063895217102885,0.19424921118623495,0.2097260583680964,0.17381419760249198,0.18482530694564178,0.19711840058626887,0.21090105433641818,0.22643293080809512,0.18953262103028812,0.2007966966185842,0.21329216921278474,0.2272032502295277,0.24275791287435083,0.2049915965606516,0.2164635298317882,0.2291180110284443,0.243119160873853,0.2586682324226304,0.22015090733904896,0.23179089331461716,0.2445664743762215,0.2586243893087393,0.2741431744635266
169,170,0.016312234492424953,0.019994104705918017,0.025417174296800134,0.03397175428600043,0.04798259560595479,0.025439887306653294,0.030097162516865256,0.036462203591313,0.04558390918791533,0.05916252384938024,0.03640692904945037,0.04201543021652722,0.049304633883275197,0.05910166933659231,0.07269676351028101,0.04889892318711703,0.05540195371145322,0.06355466333250913,0.07402941006684675,0.08783546682625186,0.06259448122706075,0.06991748606878082,0.07885293870519172,0.08995925914314164,0.10404557921349117,0.07719521357790302,0.08525584684207271,0.0948860519194736,0.10655700858306048,0.12093041134570875,0.09243912154947848,0.10115377214984617,0.11139086763359665,0.12355281392382379,0.13818956884360514,0.10810427645366132,0.11739205549669539,0.12815237421025372,0.14073221499545596,0.1555948153517501,0.12400734666465453,0.1337923440151103,0.14499848462931886,0.15792731787382452,0.1729734177732276,0.13999973197727095,0.15021213622048527,0.16179382971074607,0.17500860979348887,0.19019575920581083,0.15596286368037124,0.1665393607741315,0.1784336243771895,0.19187773301019304,0.20716580268503468,0.1718034918833828,0.18268722325168443,0.19483810886049008,0.20846132963829478,0.22381364842856474,0.18744935300392665,0.1985896183036909,0.21094774564332525,0.2247059258613348,0.2400896993153338,0.20284537199762806,0.21419719622346461,0.22671918735496527,0.24057375062178243,0.2559600839569456,0.21795042797896735,0.22947406853860483,0.24212195357098054,0.25603935708673753,0.271403068467569
170,171,0.01586617558530849,0.019447369178127446,0.024722493040441284,0.03304898075305907,0.046714700395810625,0.024820966352965823,0.029364936964325235,0.035575242727071514,0.04447740969427409,0.05774357488730408,0.03560918911286834,0.04109479848380102,0.04822432725585601,0.05780774537705085,0.0711139341489498,0.0479242898015472,0.05429770468918631,0.062287935961249014,0.07255440252446822,0.08609004763206947,0.06145027619516043,0.0686394191339324,0.0774115428030429,0.08831509336460779,0.10214656884645996,0.07589211461429834,0.08381667983626752,0.09328432530249912,0.10475840119057776,0.1188907062596926,0.09098963724414344,0.09956763846471298,0.10964421380964096,0.12161552807415596,0.1360236928969835,0.1065216735198917,0.1156734832330502,0.12627627616717046,0.13867199455376586,0.15331758259839912,0.12230493128520406,0.13195559683803174,0.14300789621505125,0.1557592624704825,0.1705991676107129,0.1381903916741384,0.1482708119897552,0.15970282529655136,0.17274683399750895,0.18773794377415587,0.1540587933657108,0.16450616745148638,0.17625522027428261,0.18953520603082938,0.20463679011166483,0.16981604627503916,0.18057387319378648,0.19258419583954917,0.206049827367241,0.22122465663375332,0.1853889834403525,0.19640679932556226,0.2086290910477934,0.2222360506754785,0.23745080685698214,0.20072161801365368,0.211954590713939,0.2243454789220586,0.23805499005918754,0.2532802843548884,0.21577194312016976,0.22718040117384622,0.239701866536764,0.25348016289361497,0.2686903470811892
171,172,0.015432314182068236,0.018915583742070762,0.024046782293293816,0.03215109489483434,0.045479526796034266,0.024217102979552575,0.02865052543364295,0.034709851147636445,0.043397677529427366,0.05635815779411664,0.03482892906328829,0.04019433937583257,0.047167688295458664,0.05654210159289681,0.06956525798458123,0.046969082410951477,0.05321546509453693,0.061046454862586405,0.07110875819197428,0.08437912082677346,0.06032698682753731,0.06738471480661848,0.07599649436339041,0.08670096337391552,0.1002820987032141,0.0746110126998657,0.08240180678322516,0.09170963637570931,0.1029901448605577,0.11688532797515662,0.08956288146236181,0.09800637602196935,0.10792494806684463,0.11970861370161613,0.13389171356932733,0.10496223925370989,0.11398007017263073,0.12442764334268357,0.13664193136609626,0.1510736457768623,0.12062588724787271,0.13014406515585192,0.1410446352264647,0.15362096871371628,0.16825748445756275,0.13640443507529085,0.14635457720818457,0.15763884474966947,0.17051428777390357,0.18531187436287191,0.1521779688653271,0.1624977963393978,0.1741034111672054,0.1872212768860329,0.20213864025447253,0.16785159170141095,0.17848497064996666,0.1903563563725668,0.2036662211020885,0.21866560576574787,0.1833512606486689,0.19424797303511282,0.20633592218470567,0.21979332300239213,0.234840913759806,0.19862009934587124,0.20973546487435382,0.2219966227783568,0.23556260019742145,0.25062853721389805,0.21361523292051837,0.22490965975454402,0.23730596905055135,0.25094654849035225,0.2660047368899949
172,173,0.015010316741373327,0.018398339627571453,0.02338952516185688,0.03127743546675113,0.0442762659948964,0.023627930854143445,0.027953494544162277,0.03386550483509221,0.04234407076970988,0.05500550476243105,0.03406576588560243,0.03931361087909183,0.04613419871679129,0.055304123035293445,0.06805001444946782,0.046032913824324846,0.05215479624613078,0.05982971698203497,0.06969189432865357,0.08270201557807769,0.05922423079322825,0.06615294602723819,0.074607311833521,0.08511632152552301,0.09845154770116228,0.07335153651194602,0.08101081758751723,0.0901615287629432,0.10125172805686761,0.11491370358957376,0.08815849781132491,0.09646959483019389,0.10623264096735578,0.11783159505033501,0.13179310362497051,0.10342563447518233,0.11231144799492283,0.1226060736674496,0.13464158423862635,0.14886252030573618,0.11896989370286144,0.12835740280163824,0.1391083265092041,0.1515120282125182,0.16594792317219992,0.13464155997244542,0.14446310762265613,0.15560153882025532,0.1683105934841164,0.18291714204566778,0.15032010638304022,0.16051394439628297,0.17197787237345216,0.18493559651961136,0.19967097728559188,0.16590986219915552,0.1764202328081399,0.18815428883851612,0.20131018819213087,0.21613615015343757,0.18133593570446624,0.19211287571415864,0.2040679589257447,0.2173774444843764,0.23225970177716787,0.19654058319458279,0.20753957287685618,0.2196723587254703,0.23309630496595854,0.24800454920162077,0.21148007973526847,0.22266161512847624,0.23493401933035957,0.24843825821705234,0.26334596718709236
173,174,0.01459985884259075,0.017895239238318535,0.022750218752467116,0.030427358227106096,0.043104127506314455,0.023053092556877184,0.027273421457543048,0.033041692462435525,0.041315962542209275,0.05368486433778311,0.0333193249572382,0.038452180664877454,0.04512335156467669,0.05409320792054772,0.06656749730607517,0.045115404567995246,0.05111526820603011,0.0586372292790038,0.06830323963325922,0.08105807348909906,0.0581416327501451,0.06494369354261356,0.07324352245684085,0.08356063008168817,0.09665430549764131,0.0721133209960172,0.07964330907632497,0.08863955378848118,0.0995426478160725,0.11297526946066823,0.08677613548661299,0.09495691101317882,0.10456686980518659,0.1159840037856976,0.12972734381500037,0.10191152496983284,0.1106672537714684,0.12081117095717185,0.1326705184116586,0.1466837285025061,0.11733663420510716,0.12659526836075263,0.13719860005852197,0.14943203816621967,0.1636700445859578,0.13290146806302422,0.14259608317066044,0.15359056277174088,0.16613537835934056,0.18055334308184376,0.14848492558739187,0.15855431228023695,0.16987828317415815,0.18267782012946687,0.19723342989298762,0.1639905948816296,0.1743793801278285,0.18597769510540937,0.19898140971403655,0.21363594807090686,0.1793427624194142,0.19000124654320166,0.20182492422155396,0.21498812003957996,0.22970685612036576,0.19448283919746054,0.2053666714673655,0.21737242928917327,0.23065583118212266,0.24540803002646738,0.2093662680951048,0.22043604043387116,0.23258577801085023,0.24595503896736912,0.26071376994814355
174,175,0.014200624936380388,0.017405895846703538,0.02212837379823951,0.029600235532403058,0.04196233883595353,0.022492239363473828,0.026609893621415283,0.03223791508935931,0.04031274069313102,0.05239550113362812,0.03258923986426303,0.037609625877156626,0.04413465096800709,0.05290876736193071,0.06511701440961613,0.04421618273180496,0.05009645960548433,0.05746850852833965,0.06694223402824787,0.07944664840302712,0.05707882421732069,0.06375654576330031,0.0719046621126917,0.08203336103894125,0.09488977233010379,0.07089600725988437,0.07829888488258599,0.08714327034739304,0.09786240960753592,0.11106947107583201,0.08541544918456732,0.09346794671404328,0.10292721850084774,0.11416537888110043,0.12769392277041897,0.10041958141595002,0.1090471298869284,0.119042544826559,0.13072830546749772,0.14453679949588102,0.11572579665381336,0.12485732510561091,0.13531509094865218,0.147380601289147,0.16142341543087152,0.13118386489967704,0.14075318792613678,0.15160557632254862,0.163988274438547,0.17822007885655042,0.14667214956934613,0.15661860430386473,0.16780432676573653,0.1804476071163349,0.19482563123079696,0.16209352990329734,0.17236213630231526,0.1838262804899538,0.19667957042920975,0.21116466169595968,0.17737149731118773,0.18791282756956912,0.19960654406790707,0.2126250578263385,0.2271820654238234,0.19244663940402829,0.20321651993862694,0.21509657969089047,0.2282409085211047,0.24283869240825778,0.2072735846843975,0.2182327110765135,0.23026100811918,0.24349664016317082,0.25810787980649513
